# docs/amharic-strings-glossary.csv (693 rows, last commit eb3d283 2026-09-14) vs Ethiopic runs in src/ (heuristic regex; fragments included)
distinct Ethiopic runs in src: 1750
not present in (or a substring of) any glossary entry: 1065
glossary entries no longer found verbatim in src: በጥበቃ ላይ ያሉ, የመታወቂያ ጥያቄ ዝርዝር

src/lib/residentConstants.ts:24	ሁለተኛ ደረጃ
src/routes/woreda.residents.$residentId.index.tsx:950	ደቂቃ በፊት
src/components/services/ServiceRequestList.tsx:105	ደብዳቤ ስጥ
src/routes/woreda.services.$requestId.index.tsx:500	ደብዳቤ አትም
src/routes/woreda.civil.$eventId.tsx:92	ደጋፊ ሰነዶች በቂ ናቸው
src/routes/woreda.credentials.$requestId.index.tsx:142	ደጋፊ ሰነዶች ተያይዘዋል እና ይነበባሉ
src/config/permissions.ts:489	ዳሽቦርድ
src/routes/woreda.credentials.$requestId.index.tsx:1025	ዳግም ለክለሳ አስገባ
src/routes/woreda.credentials.$requestId.print.tsx:861	ዳግም ሞክር
src/components/print/PrintDocumentShell.tsx:301	ድምር
src/routes/woreda.rental-reports.tsx:182	ድረስ
src/components/admin/PlatformUsersTab.tsx:435	ድርጊት
src/routes/woreda.residents.index.tsx:478	ድርጊቶች
src/lib/residentConstants.ts:26	ድግሪ
src/routes/woreda.services.new.tsx:468	ጀምሮ
src/routes/admin.credential-template.tsx:696	ጀርባ
src/routes/woreda.revenue.$paymentId.receipt.tsx:906	ገቢ ሰብሳቢ
src/routes/woreda.credentials.$requestId.index.tsx:2422	ገቢር
src/routes/woreda.settings.woreda-configuration.tsx:894	ገና ምንም አልተመዘገበም
src/routes/v.$token.tsx:237	ገና አልተሰጠም
src/routes/woreda.rental-accounts.$occupancyId.tsx:651	ገና ክፍያ አልተፈጠረም
src/routes/woreda.rental-reports.tsx:165	ገና ክፍያ የለም
src/routes/woreda.rental-accounts.$occupancyId.tsx:834	ገና ክፍያዎች የሉም
src/routes/woreda.rental-reports.tsx:247	ገና የክፍያ ዕቅድ የለም
src/lib/residentConstants.ts:7	ጉራጌ
src/routes/woreda.services.$requestId.print.tsx:99	ጉዳይ እንዲያገለግል የተሰጠ ነው።
src/routes/woreda.services.$requestId.print.tsx:166	ጉዳይ፦
src/components/common/StatusChip.tsx:60	ጊዜው አልፏል
src/routes/admin.tenants.$woredaId.provision.tsx:57	ግምገማ
src/routes/admin.tenants.$woredaId.provision.tsx:316	ግምገማ እና ማረጋገጫ
src/components/admin/PlatformUsersTab.tsx:496	ግብዣ ድጋሚ ላክ
src/components/settings/UsersRolesTab.tsx:290	ግብዣ ድጋሚ ተልኳል
src/utils/ethiopianCalendar.ts:16	ግንቦት
src/routes/woreda.revenue.index.tsx:364	ጠቅላላ (የተጣራ
src/routes/woreda.reports.$reportType.print.tsx:180	ጠቅላላ ምዝገባዎች
src/components/settings/UsersRolesTab.tsx:321	ጠቅላላ ተጠቃሚዎች
src/routes/woreda.reports.$reportType.print.tsx:199	ጠቅላላ ክፍያዎች
src/routes/admin.dashboard.tsx:113	ጠቅላላ ወረዳዎች
src/routes/woreda.rental-accounts.$occupancyId.tsx:735	ጠቅላላ ዕዳ
src/routes/woreda.rental-reports.tsx:294	ጠቅላላ የተፈተሸ
src/routes/woreda.reports.$reportType.print.tsx:215	ጠቅላላ የኪራይ ቤቶች
src/routes/woreda.revenue.$paymentId.receipt.tsx:849	ጠቅላላ ድምር
src/routes/woreda.reports.$reportType.print.tsx:234	ጠቅላላ ጥያቄዎች
src/routes/woreda.rental-houses.occupants.new.tsx:131	ጠንካራ ፎቶግራፍ
src/lib/residentConstants.ts:37	ጡረተኛ
src/routes/woreda.credentials.$requestId.print.tsx:1013	ጥራት
src/utils/ethiopianCalendar.ts:9	ጥቅምት
src/routes/woreda.rental-houses.$houseId.index.tsx:420	ጥያቄ ቁ.
src/routes/woreda.rental-houses.requests.index.tsx:375	ጥያቄ ቁጥር / የቤት ቁጥር / የተከራይ ስም
src/routes/woreda.dashboard.tsx:76	ጥያቄ ተመልሷል
src/routes/woreda.dashboard.tsx:78	ጥያቄ ተረጋግጧል
src/routes/woreda.dashboard.tsx:75	ጥያቄ ተቀባይነት አላገኘም
src/components/residents/ResidentProfileTabs.tsx:612	ጥያቄ አልተገኘም
src/routes/woreda.rental-houses.$houseId.index.tsx:675	ጥያቄ አስገባ
src/routes/woreda.audit.tsx:140	ጥያቄ ክፈት
src/routes/woreda.dashboard.tsx:77	ጥያቄ ዳግም ገብቷል
src/routes/woreda.dashboard.tsx:73	ጥያቄ ገብቷል
src/routes/woreda.dashboard.tsx:74	ጥያቄ ጸድቋል
src/routes/woreda.rental-houses.requests.$requestId.index.tsx:215	ጥያቄው ሁኔታ ተቀይሯል
src/routes/woreda.credentials.$requestId.index.tsx:2422	ጥያቄው ወደ
src/routes/woreda.services.new.tsx:680	ጥያቄው ወደ ማጽደቅ ወረፋ ይላካል። መረጃው ትክክል መሆኑን ያረጋግጡ።
src/routes/woreda.credentials.$requestId.index.tsx:1400	ጥያቄውን ውድቅ ያድርጉ
src/routes/woreda.credentials.$requestId.index.tsx:1277	ጥያቄውን ይመልሱ
src/routes/woreda.approvals.tsx:151	ጥያቄዎች በጥበቃ ላይ
src/routes/woreda.rental-houses.$houseId.index.tsx:431	ጥያቄዎች የሉም።
src/routes/woreda.audit.tsx:169	ጥያቄዎችን ክፈት
src/components/residents/ResidentActions.tsx:560	ጨምር
src/routes/woreda.settings.woreda-configuration.tsx:338	ጨምሮ
src/routes/admin.tenants.$woredaId.provision.tsx:375	ጨርስ እና ወረዳ አስተዳዳሪ ፍጠር
src/utils/ethiopianCalendar.ts:20	ጳጉሜ
src/routes/woreda.rental-accounts.$occupancyId.tsx:1036	ጳጉሜ (13) አይፈቀድም
src/routes/woreda.rental-houses.requests.$requestId.index.tsx:778	ፀሐፊው ከድጋሚ ማረጋገጥ በፊት ምን ማስተካከል እንዳለበት ያብራሩ
src/routes/woreda.rental-houses.occupants.new.tsx:667	ፈልግ
src/routes/admin.tenants.$woredaId.provision.tsx:303	ፈቃድ ይኖረዋል።
src/routes/woreda.dashboard.tsx:130	ፈጣን ተግባራት
src/components/workflow/WorkflowQueueTable.tsx:290	ፈጣን እርምጃ
src/routes/woreda.dashboard.tsx:898	ፈጻሚ
src/components/common/DocumentViewerDialog.tsx:37	ፋይሉ ሊታይ አልቻለም
src/routes/woreda.settings.woreda-configuration.tsx:679	ፋይሉ በጣም ትልቅ ነው (ከፍተኛ
src/routes/woreda.rental-houses.occupants.new.tsx:228	ፋይሉ ከ
src/routes/woreda.credentials.new.tsx:1124	ፋይል ይምረጡ
src/components/forms/ResidentWizardSteps.tsx:841	ፋይል ጫን
src/routes/woreda.credentials.index.tsx:70	ፍለጋ
src/routes/woreda.rental-houses.occupants.new.tsx:702	ፍለጋ አልተሳካም።
src/components/admin/PlatformUsersTab.tsx:524	ፍቀድ
src/components/settings/RolesPermissionsTab.tsx:204	ፍቃድ
src/components/verification/HararildScanner.tsx:527	ፎቶ ለማየት
src/routes/woreda.credentials.new.tsx:657	ፎቶ የለም
src/routes/woreda.credentials.new.tsx:1064	ፎቶ ይምረጡ
src/routes/woreda.credentials.$requestId.index.tsx:127	ፎቶ ግራፍ ጥራት ተስማሚ ነው
src/components/forms/ResidentWizardSteps.tsx:510	ፎቶ ጫን
src/lib/residentConstants.ts:16	ፕሮቴስታንት
src/routes/woreda.households.$householdId.index.tsx:378	ፖ.ሳ.ቁ.
